Invoice Date,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,Invoice ID,Retailer ID
2020-11-21,Women's Apparel,53,81,4293,2404,56,Online,98426071,3004
2020-11-22,Men's Street Footwear,49,160,7840,3685,47,Online,97143851,3004
2020-11-23,Men's Athletic Footwear,42,75,3150,1418,45,Online,65549732,3004
2020-11-24,Women's Street Footwear,36,63,2268,953,42,Online,12086314,3004
2020-11-25,Women's Athletic Footwear,38,51,1938,930,48,Online,32096699,3004
2020-11-26,Men's Apparel,49,58,2842,1165,41,Online,86207500,3004
2020-11-27,Women's Apparel,54,98,5292,2911,55,Online,21928755,3004
2020-11-28,Men's Street Footwear,47,137,6439,3026,47,Online,32786641,3004
2020-11-29,Men's Athletic Footwear,43,87,3741,1534,41,Online,66183262,3004
2020-11-30,Women's Street Footwear,37,68,2516,1006,40,Online,78770163,3004
2020-12-01,Women's Athletic Footwear,33,47,1551,760,49,Online,93181741,3004
2020-12-02,Men's Apparel,42,42,1764,723,41,Online,64045950,3004
2020-12-03,Women's Apparel,46,88,4048,2307,57,Online,70632335,3004
2020-12-04,Men's Street Footwear,43,113,4859,2332,48,Online,96215422,3004
2020-12-05,Men's Athletic Footwear,37,73,2701,1215,45,Online,58603666,3004
2020-12-06,Women's Street Footwear,24,41,984,394,40,Online,83447386,3004
2020-12-07,Women's Athletic Footwear,24,31,744,342,46,Online,53732051,3004
2020-12-08,Men's Apparel,32,34,1088,479,44,Online,41626475,3004
2020-12-09,Women's Apparel,39,52,2028,1156,57,Online,80357682,3004
2020-12-10,Men's Street Footwear,41,98,4018,1888,47,Online,58314811,3004
2020-12-11,Men's Athletic Footwear,34,58,1972,848,43,Online,99182751,3004
2020-12-12,Women's Street Footwear,32,25,800,336,42,Online,25798197,3004
2020-12-13,Women's Athletic Footwear,32,21,672,309,46,Online,44038790,3004
2020-12-14,Men's Apparel,41,19,779,327,42,Online,68244865,3004
2020-12-15,Women's Apparel,49,60,2940,1764,60,Online,24357810,3004
2020-12-16,Men's Street Footwear,46,91,4186,1967,47,Online,51924915,3004
2020-12-17,Men's Athletic Footwear,38,52,1976,790,40,Online,20090297,3004
2020-12-18,Women's Street Footwear,36,38,1368,547,40,Online,32577528,3004
2020-12-19,Women's Athletic Footwear,38,45,1710,838,49,Online,59170742,3004
2020-12-20,Men's Apparel,52,34,1768,743,42,Online,53257338,3004
2020-12-21,Women's Apparel,59,61,3599,2159,60,Online,65041708,3004
2020-12-22,Men's Street Footwear,50,124,6200,3100,50,Online,74456776,3004
2020-12-23,Men's Athletic Footwear,42,77,3234,1455,45,Online,33964678,3004
2020-12-24,Women's Street Footwear,44,56,2464,1010,41,Online,13686524,3004
2020-12-25,Women's Athletic Footwear,44,49,2156,1056,49,Online,36198040,3004
2020-12-26,Men's Apparel,54,44,2376,974,41,Online,37382336,3004
2020-12-27,Women's Apparel,54,77,4158,2370,57,Online,23390837,3004
2020-12-28,Men's Street Footwear,32,119,3808,2209,58,Online,30530513,5427
2020-12-29,Men's Athletic Footwear,43,128,5504,2312,42,Online,40573611,5427
2020-12-30,Women's Street Footwear,41,119,4879,2879,59,Online,71631162,5427
2020-12-31,Women's Athletic Footwear,44,98,4312,2242,52,Online,70103576,5427
2021-01-01,Men's Apparel,47,77,3619,2714,75,Online,98717000,5427
2021-01-02,Women's Apparel,43,138,5934,2314,39,Online,23332183,5427
2021-01-03,Men's Street Footwear,34,158,5372,3062,57,Online,11013238,5427
2021-01-04,Men's Athletic Footwear,42,123,5166,2325,45,Online,53658314,5427
2021-01-05,Women's Street Footwear,43,122,5246,2990,57,Online,97645809,5427
2021-01-06,Women's Athletic Footwear,44,81,3564,1960,55,Online,81613770,5427
2021-01-07,Men's Apparel,48,59,2832,2039,72,Online,12166785,5427
2021-01-08,Women's Apparel,43,119,5117,1893,37,Online,95944749,5427
2021-01-09,Men's Street Footwear,32,173,5536,3045,55,Online,85579273,5427
2021-01-10,Men's Athletic Footwear,41,115,4715,1933,41,Online,15716295,5427
2021-01-11,Women's Street Footwear,42,128,5376,3064,57,Online,79449950,5427
2021-01-12,Women's Athletic Footwear,44,91,4004,2122,53,Online,47053330,5427
2021-01-13,Men's Apparel,48,60,2880,2045,71,Online,79240834,5427
2021-01-14,Women's Apparel,42,112,4704,1835,39,Online,87321065,5427
2021-01-15,Men's Street Footwear,44,161,7084,4180,59,Online,67137026,5427
2021-01-16,Men's Athletic Footwear,43,101,4343,1954,45,Online,52867669,5427
2021-01-17,Women's Street Footwear,44,120,5280,3168,60,Online,19885317,5427
2021-01-18,Women's Athletic Footwear,36,78,2808,1404,50,Online,95511128,5427
2021-01-19,Men's Apparel,44,56,2464,1823,74,Online,34794156,5427
2021-01-20,Women's Apparel,55,101,5555,2166,39,Online,34471892,5427
2021-01-21,Men's Street Footwear,39,150,5850,3335,57,Online,22032209,5427
2021-01-22,Men's Athletic Footwear,41,106,4346,1912,44,Online,95590419,5427
2021-01-23,Women's Street Footwear,44,111,4884,2686,55,Online,65270959,5427
2021-01-24,Women's Athletic Footwear,38,88,3344,1772,53,Online,10135853,5427
2021-01-25,Men's Apparel,41,61,2501,1851,74,Online,40494353,5427
2021-01-26,Women's Apparel,59,108,6372,2421,38,Online,47193506,5427
2021-01-27,Men's Street Footwear,36,169,6084,3590,59,Online,47592506,5427
2021-01-28,Men's Athletic Footwear,42,147,6174,2531,41,Online,57244872,5427
2021-01-29,Women's Street Footwear,44,165,7260,3993,55,Online,89575707,5427
2021-01-30,Women's Athletic Footwear,38,106,4028,2135,53,Online,17474266,5427
2021-01-31,Men's Apparel,41,75,3075,2276,74,Online,98065941,5427
2021-02-01,Women's Apparel,55,150,8250,2970,36,Online,35648528,5427
2021-02-02,Men's Street Footwear,37,203,7511,4431,59,Online,51080533,5427
2021-02-03,Men's Athletic Footwear,41,156,6396,2750,43,Online,72074805,5427
2021-02-04,Women's Street Footwear,44,143,6292,3712,59,Online,52105273,5427
2021-02-05,Women's Athletic Footwear,36,113,4068,2156,53,Online,69448720,5427
2021-02-06,Men's Apparel,42,124,5208,3646,70,Online,69055253,5427
2021-02-07,Women's Apparel,58,143,8294,2903,35,Online,31218090,5427
2021-02-08,Men's Street Footwear,42,203,8526,4945,58,Online,42852172,5427
2021-02-09,Men's Athletic Footwear,54,188,10152,4365,43,Online,13257747,5427
2021-02-10,Women's Street Footwear,49,130,6370,3758,59,Online,47737924,5427
2021-02-11,Women's Athletic Footwear,41,106,4346,2347,54,Online,60940200,5427
2021-02-12,Men's Apparel,52,106,5512,3858,70,Online,26996080,5427
2021-02-13,Women's Apparel,56,112,6272,2383,38,Online,48753836,5427
2021-02-14,Men's Street Footwear,41,180,7380,4280,58,Online,15874932,5427
2021-02-15,Men's Athletic Footwear,48,156,7488,3295,44,Online,14918709,5427
2021-02-16,Women's Street Footwear,42,117,4914,2752,56,Online,60649590,5427
2021-02-17,Women's Athletic Footwear,41,116,4756,2616,55,Online,51679029,5427
2021-02-18,Men's Apparel,50,100,5000,3650,73,Online,34925676,5427
2021-02-19,Women's Apparel,59,122,7198,2879,40,Online,79875936,5427
2021-02-20,Men's Street Footwear,44,160,7040,3942,56,Online,90473211,5427
2021-02-21,Men's Athletic Footwear,49,160,7840,3371,43,Online,96262693,5427
2021-02-22,Women's Street Footwear,41,116,4756,2711,57,Online,99945188,5427
2021-02-23,Women's Athletic Footwear,44,105,4620,2402,52,Online,46856073,5427
2021-02-24,Men's Apparel,54,98,5292,3969,75,Online,67718151,5427
2021-02-25,Women's Apparel,58,108,6264,2443,39,Online,66762405,5427
2021-02-26,Men's Street Footwear,38,167,6346,3744,59,Online,33945736,5427
2021-02-27,Men's Athletic Footwear,42,173,7266,2979,41,Online,56119210,5427
2021-02-28,Women's Street Footwear,37,123,4551,2594,57,Online,88342387,5427
2021-03-01,Women's Athletic Footwear,39,119,4641,2553,55,Online,72449164,5427
2021-03-02,Men's Apparel,51,113,5763,4265,74,Online,57106068,5427
2021-03-03,Women's Apparel,56,133,7448,2830,38,Online,76792039,5427
2021-03-04,Men's Street Footwear,41,196,8036,4500,56,Online,46967476,5427
2021-03-05,Men's Athletic Footwear,45,182,8190,3522,43,Online,76611514,5427
2021-03-06,Women's Street Footwear,42,133,5586,3352,60,Online,61309336,5427
2021-03-07,Women's Athletic Footwear,43,143,6149,3136,51,Online,45119673,5427
2021-03-08,Men's Apparel,53,120,6360,4643,73,Online,32214254,5427
2021-03-09,Women's Apparel,55,130,7150,2860,40,Online,23218612,5427
2021-03-10,Men's Street Footwear,18,210,3780,1890,50,Online,58913005,2164
2021-03-11,Men's Athletic Footwear,29,182,5278,2428,46,Online,16871764,2164
2021-03-12,Women's Street Footwear,27,130,3510,1580,45,Online,56069899,2164
2021-03-13,Women's Athletic Footwear,32,135,4320,2462,57,Online,62250284,2164
2021-03-14,Men's Apparel,39,95,3705,1482,40,Online,76216086,2164
2021-03-15,Women's Apparel,33,125,4125,2681,65,Online,68222782,2164
2021-03-16,Men's Street Footwear,24,169,4056,2028,50,Online,69271686,2164
2021-03-17,Men's Athletic Footwear,33,181,5973,2867,48,Online,95637987,2164
2021-03-18,Women's Street Footwear,32,122,3904,1874,48,Online,79973624,2164
2021-03-19,Women's Athletic Footwear,33,108,3564,2138,60,Online,31084287,2164
2021-03-20,Men's Apparel,37,83,3071,1259,41,Online,84304626,2164
2021-03-21,Women's Apparel,32,133,4256,2724,64,Online,63306054,2164
2021-03-22,Men's Street Footwear,27,189,5103,2603,51,Online,41390319,2164
2021-03-23,Men's Athletic Footwear,37,163,6031,3136,52,Online,41681357,2164
2021-03-24,Women's Street Footwear,28,124,3472,1910,55,Online,19079697,2164
2021-03-25,Women's Athletic Footwear,33,101,3333,2133,64,Online,92714205,2164
2021-03-26,Men's Apparel,39,69,2691,1265,47,Online,42321683,2164
2021-03-27,Women's Apparel,33,111,3663,2418,66,Online,20859409,2164
2021-03-28,Men's Street Footwear,19,169,3211,1606,50,Online,87960858,2164
2021-03-29,Men's Athletic Footwear,24,176,4224,2154,51,Online,11661611,2164
2021-03-30,Women's Street Footwear,19,135,2565,1411,55,Online,14137675,2164
2021-03-31,Women's Athletic Footwear,23,112,2576,1674,65,Online,25022251,2164
2021-04-01,Men's Apparel,28,84,2352,1058,45,Online,66962733,2164
2021-04-02,Women's Apparel,24,161,3864,2628,68,Online,96939698,2164
2021-04-03,Men's Street Footwear,14,189,2646,1323,50,Online,55384153,2164
2021-04-04,Men's Athletic Footwear,23,218,5014,2507,50,Online,28031929,2164
2021-04-05,Women's Street Footwear,19,180,3420,1847,54,Online,49567877,2164
2021-04-06,Women's Athletic Footwear,27,142,3834,2300,60,Online,78886785,2164
2021-04-07,Men's Apparel,41,106,4346,2130,49,Online,89158443,2164
2021-04-08,Women's Apparel,38,202,7676,5143,67,Online,17992998,2164
2021-04-09,Men's Street Footwear,36,217,7812,3984,51,Online,58984851,2164
2021-04-10,Men's Athletic Footwear,42,202,8484,4327,51,Online,99830858,2164
2021-04-11,Women's Street Footwear,36,169,6084,3103,51,Online,96487884,2164
2021-04-12,Women's Athletic Footwear,36,174,6264,3821,61,Online,15139973,2164
2021-04-13,Men's Apparel,43,145,6235,2993,48,Online,98664047,2164
2021-04-14,Women's Apparel,49,236,11564,7517,65,Online,74042634,2164
2021-04-15,Men's Street Footwear,36,215,7740,4412,57,Online,30753305,2164
2021-04-16,Men's Athletic Footwear,43,206,8858,5138,58,Online,23974405,2164
2021-04-17,Women's Street Footwear,36,263,9468,5681,60,Online,56460108,2164
2021-04-18,Women's Athletic Footwear,37,161,5957,3872,65,Online,52503315,2164
2021-04-19,Men's Apparel,43,165,7095,3760,53,Online,49776057,2164
2021-04-20,Women's Apparel,52,223,11596,8117,70,Online,55293966,2164
2021-04-21,Men's Street Footwear,41,233,9553,5445,57,Online,63815534,2164
2021-04-22,Men's Athletic Footwear,54,233,12582,7172,57,Online,86356642,2164
2021-04-23,Women's Street Footwear,46,285,13110,7866,60,Online,89409084,2164
2021-04-24,Women's Athletic Footwear,42,133,5586,3854,69,Online,94146652,2164
2021-04-25,Men's Apparel,49,133,6517,3454,53,Online,46655182,2164
2021-04-26,Women's Apparel,53,181,9593,6811,71,Online,81613338,2164
2021-04-27,Men's Street Footwear,49,182,8918,5351,60,Online,45380809,2164
2021-04-28,Men's Athletic Footwear,47,169,7943,4766,60,Online,82233325,2164
2021-04-29,Women's Street Footwear,54,182,9828,5799,59,Online,68639420,2164
2021-04-30,Women's Athletic Footwear,53,100,5300,3710,70,Online,90429533,2164
2021-05-01,Men's Apparel,47,120,5640,2876,51,Online,70621049,2164
2021-05-02,Women's Apparel,42,163,6846,5066,74,Online,55706744,2164
2021-05-03,Men's Street Footwear,33,173,5709,3254,57,Online,75325691,2164
2021-05-04,Men's Athletic Footwear,32,150,4800,2880,60,Online,10314485,2164
2021-05-05,Women's Street Footwear,36,147,5292,3069,58,Online,22767637,2164
2021-05-06,Women's Athletic Footwear,38,98,3724,2607,70,Online,60042620,2164
2021-05-07,Men's Apparel,32,88,2816,1436,51,Online,61238761,2164
2021-05-08,Women's Apparel,43,131,5633,3999,71,Online,90809700,2164
2021-05-09,Men's Street Footwear,29,196,5684,3183,56,Online,84582753,2164
2021-05-10,Men's Athletic Footwear,29,189,5481,3069,56,Online,89032323,2164
2021-05-11,Women's Street Footwear,50,174,8700,4872,56,Online,21955250,2164
2021-05-12,Women's Athletic Footwear,52,133,6916,4772,69,Online,54564185,2164
2021-05-13,Men's Apparel,51,113,5763,3054,53,Online,72686043,2164
2021-05-14,Women's Apparel,59,169,9971,7079,71,Online,26289271,2164
2021-05-15,Men's Street Footwear,53,200,10600,6148,58,Online,33329922,2164
2021-05-16,Men's Athletic Footwear,51,240,12240,6732,55,Online,87138071,2164
2021-05-17,Women's Street Footwear,54,210,11340,6237,55,Online,21846731,2164
2021-05-18,Women's Athletic Footwear,54,149,8046,5552,69,Online,65344582,2164
2021-05-19,Men's Apparel,50,140,7000,3500,50,Online,66712036,2164
2021-05-20,Women's Apparel,61,225,13725,10157,74,Online,53898549,2164
2021-05-21,Men's Street Footwear,32,119,3808,1904,50,Online,81236957,3004
2021-05-22,Men's Athletic Footwear,32,56,1792,878,49,Online,48882728,3004
2021-05-23,Women's Street Footwear,24,65,1560,749,48,Online,50938436,3004
2021-05-24,Women's Athletic Footwear,27,19,513,272,53,Online,37842438,3004
2021-05-25,Men's Apparel,43,35,1505,677,45,Online,48198993,3004
2021-05-26,Women's Apparel,32,68,2176,1327,61,Online,63415805,3004
2021-05-27,Men's Street Footwear,32,119,3808,2056,54,Online,49930186,3004
2021-05-28,Men's Athletic Footwear,33,38,1254,627,50,Online,43499805,3004
2021-05-29,Women's Street Footwear,23,47,1081,541,50,Online,57799408,3004
2021-05-30,Women's Athletic Footwear,29,14,406,203,50,Online,24844095,3004
2021-05-31,Men's Apparel,41,31,1271,623,49,Online,69804866,3004
2021-06-01,Women's Apparel,32,60,1920,1190,62,Online,94605584,3004
2021-06-02,Men's Street Footwear,38,122,4636,2503,54,Online,13927656,3004
2021-06-03,Men's Athletic Footwear,39,26,1014,466,46,Online,45783657,3004
2021-06-04,Women's Street Footwear,29,39,1131,566,50,Online,78723236,3004
2021-06-05,Women's Athletic Footwear,33,0,0,0,55,Online,25815459,3004
2021-06-06,Men's Apparel,45,13,585,275,47,Online,72119611,3004
2021-06-07,Women's Apparel,37,38,1406,858,61,Online,75441163,3004
2021-06-08,Men's Street Footwear,38,105,3990,2115,53,Online,81808801,3004
2021-06-09,Men's Athletic Footwear,32,23,736,331,45,Online,26166174,3004
2021-06-10,Women's Street Footwear,23,21,483,217,45,Online,66515423,3004
2021-06-11,Women's Athletic Footwear,27,0,0,0,53,Online,28728210,3004
2021-06-12,Men's Apparel,42,6,252,121,48,Online,71162533,3004
2021-06-13,Women's Apparel,34,39,1326,822,62,Online,27065728,3004
2021-06-14,Men's Street Footwear,44,118,5192,2804,54,Online,27933414,3004
2021-06-15,Men's Athletic Footwear,38,33,1254,627,50,Online,55295661,3004
2021-06-16,Women's Street Footwear,32,30,960,461,48,Online,66948592,3004
2021-06-17,Women's Athletic Footwear,34,7,238,126,53,Online,39872618,3004
2021-06-18,Men's Apparel,46,13,598,275,46,Online,28382737,3004
2021-06-19,Women's Apparel,51,41,2091,1296,62,Online,94386814,3004
2021-06-20,Men's Street Footwear,36,120,4320,2290,53,Online,30105730,3004
2021-06-21,Men's Athletic Footwear,32,45,1440,720,50,Online,51720796,3004
2021-06-22,Women's Street Footwear,27,46,1242,559,45,Online,58085981,3004
2021-06-23,Women's Athletic Footwear,27,39,1053,569,54,Online,21829683,3004
2021-06-24,Men's Apparel,42,42,1764,882,50,Online,86698202,3004
2021-06-25,Women's Apparel,49,85,4165,2582,62,Online,26601475,3004
2021-06-26,Men's Street Footwear,43,165,7095,3618,51,Online,87436923,3004
2021-06-27,Men's Athletic Footwear,37,81,2997,1349,45,Online,53201081,3004
2021-06-28,Women's Street Footwear,34,63,2142,964,45,Online,98447777,3004
2021-06-29,Women's Athletic Footwear,33,46,1518,789,52,Online,16590706,3004
2021-06-30,Men's Apparel,41,44,1804,884,49,Online,54422915,3004
2021-07-01,Women's Apparel,49,91,4459,2809,63,Online,77858460,3004
2021-07-02,Men's Street Footwear,41,145,5945,3151,53,Online,36079460,3004
2021-07-03,Men's Athletic Footwear,42,80,3360,1646,49,Online,18202708,3004
2021-07-04,Women's Street Footwear,36,52,1872,899,48,Online,16854768,3004
2021-07-05,Women's Athletic Footwear,29,38,1102,562,51,Online,87466695,3004
2021-07-06,Men's Apparel,37,27,999,480,48,Online,67025584,3004
2021-07-07,Women's Apparel,44,69,3036,1822,60,Online,31764563,3004
2021-07-08,Men's Street Footwear,38,112,4256,2298,54,Online,66939653,3004
2021-07-09,Men's Athletic Footwear,33,56,1848,850,46,Online,35000223,3004
2021-07-10,Women's Street Footwear,18,25,450,216,48,Online,13377711,3004
2021-07-11,Women's Athletic Footwear,19,23,437,227,52,Online,70345380,3004
2021-07-12,Men's Apparel,29,21,609,292,48,Online,30562385,3004
2021-07-13,Women's Apparel,34,39,1326,822,62,Online,44957345,3004
2021-07-14,Men's Street Footwear,36,94,3384,1827,54,Online,32529756,3004
2021-07-15,Men's Athletic Footwear,29,41,1189,547,46,Online,20584126,3004
2021-07-16,Women's Street Footwear,29,14,406,203,50,Online,63032939,3004
2021-07-17,Women's Athletic Footwear,29,7,203,108,53,Online,58556337,3004
2021-07-18,Men's Apparel,37,7,259,124,48,Online,51174183,3004
2021-07-19,Women's Apparel,44,38,1672,1053,63,Online,53991749,3004
2021-07-20,Men's Street Footwear,37,84,3108,1678,54,Online,83747278,3004
2021-07-21,Men's Athletic Footwear,29,41,1189,547,46,Online,84425389,3004
2021-07-22,Women's Street Footwear,29,25,725,341,47,Online,96018432,3004
2021-07-23,Women's Athletic Footwear,27,36,972,535,55,Online,72665265,3004
2021-07-24,Men's Apparel,48,27,1296,583,45,Online,81904463,3004
2021-07-25,Women's Apparel,53,58,3074,1906,62,Online,20593345,3004
2021-07-26,Men's Street Footwear,49,117,5733,2867,50,Online,11293072,3004
2021-07-27,Men's Athletic Footwear,36,63,2268,1134,50,Online,37194697,3004
2021-07-28,Women's Street Footwear,39,60,2340,1147,49,Online,89386852,3004
2021-07-29,Women's Athletic Footwear,38,38,1444,794,55,Online,70955006,3004
2021-07-30,Men's Apparel,45,39,1755,842,48,Online,40905030,3004
2021-07-31,Women's Apparel,54,65,3510,2176,62,Online,27791315,3004
2021-08-01,Men's Street Footwear,19,203,3857,2044,53,Online,35331631,2164
2021-08-02,Men's Athletic Footwear,29,196,5684,3069,54,Online,95970294,2164
2021-08-03,Women's Street Footwear,28,138,3864,2125,55,Online,55597132,2164
2021-08-04,Women's Athletic Footwear,33,138,4554,2915,64,Online,98479305,2164
2021-08-05,Men's Apparel,37,88,3256,1563,48,Online,60161595,2164
2021-08-06,Women's Apparel,32,138,4416,3091,70,Online,93251660,2164
2021-08-07,Men's Street Footwear,24,156,3744,2022,54,Online,41073544,2164
2021-08-08,Men's Athletic Footwear,33,174,5742,3101,54,Online,61991291,2164
2021-08-09,Women's Street Footwear,32,128,4096,2130,52,Online,66874026,2164
2021-08-10,Women's Athletic Footwear,32,98,3136,1944,62,Online,49550841,2164
2021-08-11,Men's Apparel,38,68,2584,1240,48,Online,12518849,2164
2021-08-12,Women's Apparel,33,126,4158,2786,67,Online,43948298,2164
2021-08-13,Men's Street Footwear,28,163,4564,2510,55,Online,61206528,2164
2021-08-14,Men's Athletic Footwear,36,188,6768,3722,55,Online,60967209,2164
2021-08-15,Women's Street Footwear,27,117,3159,1832,58,Online,58192244,2164
2021-08-16,Women's Athletic Footwear,33,105,3465,2356,68,Online,74353694,2164
2021-08-17,Men's Apparel,37,73,2701,1351,50,Online,36419863,2164
2021-08-18,Women's Apparel,34,104,3536,2652,75,Online,89081287,2164
2021-08-19,Men's Street Footwear,19,195,3705,2149,58,Online,10958630,2164
2021-08-20,Men's Athletic Footwear,19,189,3591,2083,58,Online,88915851,2164
2021-08-21,Women's Street Footwear,14,119,1666,983,59,Online,35704905,2164
2021-08-22,Women's Athletic Footwear,18,113,2034,1342,66,Online,55898108,2164
2021-08-23,Men's Apparel,23,74,1702,902,53,Online,60103658,2164
2021-08-24,Women's Apparel,20,149,2980,2235,75,Online,71219676,2164
2021-08-25,Men's Street Footwear,9,203,1827,1078,59,Online,32913424,2164
2021-08-26,Men's Athletic Footwear,19,189,3591,2119,59,Online,38130222,2164
2021-08-27,Women's Street Footwear,15,173,2595,1453,56,Online,11260090,2164
2021-08-28,Women's Athletic Footwear,34,135,4590,3121,68,Online,88283383,2164
2021-08-29,Men's Apparel,49,120,5880,3175,54,Online,14518941,2164
2021-08-30,Women's Apparel,43,203,8729,6285,72,Online,29008615,2164
2021-08-31,Men's Street Footwear,43,203,8729,4801,55,Online,17300121,2164
2021-09-01,Men's Athletic Footwear,49,203,9947,5570,56,Online,15218682,2164
2021-09-02,Women's Street Footwear,44,189,8316,4906,59,Online,42609083,2164
2021-09-03,Women's Athletic Footwear,41,180,7380,5092,69,Online,29160763,2164
2021-09-04,Men's Apparel,49,145,7105,3908,55,Online,75276025,2164
2021-09-05,Women's Apparel,50,245,12250,8820,72,Online,88243333,2164
2021-09-06,Men's Street Footwear,44,206,9064,5801,64,Online,44921371,2164
2021-09-07,Men's Athletic Footwear,49,215,10535,6742,64,Online,83025303,2164
2021-09-08,Women's Street Footwear,41,254,10414,6561,63,Online,35560453,2164
2021-09-09,Women's Athletic Footwear,44,173,7612,5633,74,Online,15969038,2164
2021-09-10,Men's Apparel,45,131,5895,3419,58,Online,76969696,2164
2021-09-11,Women's Apparel,56,240,13440,10752,80,Online,41670138,2164
2021-09-12,Men's Street Footwear,38,225,8550,5216,61,Online,82660261,2164
2021-09-13,Men's Athletic Footwear,52,210,10920,7098,65,Online,79045984,2164
2021-09-14,Women's Street Footwear,51,268,13668,8201,60,Online,13352039,2164
2021-09-15,Women's Athletic Footwear,46,119,5474,3887,71,Online,42442710,2164
2021-09-16,Men's Apparel,50,123,6150,3629,59,Online,70700265,2164
2021-09-17,Women's Apparel,59,182,10738,8268,77,Online,66571735,2164
2021-09-18,Men's Street Footwear,51,175,8925,5355,60,Online,87548445,2164
2021-09-19,Men's Athletic Footwear,50,144,7200,4536,63,Online,40323297,2164
2021-09-20,Women's Street Footwear,59,188,11092,6988,63,Online,59872666,2164
2021-09-21,Women's Athletic Footwear,58,95,5510,3912,71,Online,34145665,2164
2021-09-22,Men's Apparel,41,88,3608,2057,57,Online,51935012,2164
2021-09-23,Women's Apparel,37,150,5550,4274,77,Online,73635762,2164
2021-09-24,Men's Street Footwear,29,131,3799,2279,60,Online,84678141,2164
2021-09-25,Men's Athletic Footwear,29,158,4582,2887,63,Online,20000706,2164
2021-09-26,Women's Street Footwear,32,124,3968,2381,60,Online,87745994,2164
2021-09-27,Women's Athletic Footwear,32,91,2912,2126,73,Online,30492786,2164
2021-09-28,Men's Apparel,29,78,2262,1357,60,Online,39110928,2164
2021-09-29,Women's Apparel,36,143,5148,3861,75,Online,22800464,2164
2021-09-30,Men's Street Footwear,18,169,3042,1947,64,Online,51960944,2164
2021-10-01,Men's Athletic Footwear,19,169,3211,1959,61,Online,47179518,2164
2021-10-02,Women's Street Footwear,43,144,6192,3963,64,Online,10210208,2164
2021-10-03,Women's Athletic Footwear,44,131,5764,4208,73,Online,69243018,2164
2021-10-04,Men's Apparel,48,111,5328,3144,59,Online,53431015,2164
2021-10-05,Women's Apparel,56,188,10528,8317,79,Online,44680195,2164
2021-10-06,Men's Street Footwear,56,233,13048,8220,63,Online,56981805,2164
2021-10-07,Men's Athletic Footwear,58,225,13050,8352,64,Online,89251532,2164
2021-10-08,Women's Street Footwear,64,175,11200,6944,62,Online,57786979,2164
2021-10-09,Women's Athletic Footwear,63,143,9009,6757,75,Online,83144651,2164
2021-10-10,Men's Apparel,58,145,8410,4710,56,Online,89465947,2164
2021-10-11,Women's Apparel,68,203,13804,11043,80,Online,94044510,2164
2021-10-12,Men's Street Footwear,38,117,4446,2223,50,Online,29074500,2788
2021-10-13,Men's Athletic Footwear,38,75,2850,1311,46,Online,42874264,2788
2021-10-14,Women's Street Footwear,28,63,1764,917,52,Online,24118139,2788
2021-10-15,Women's Athletic Footwear,34,28,952,390,41,Online,10655455,2788
2021-10-16,Men's Apparel,47,42,1974,770,39,Online,26903800,2788
2021-10-17,Women's Apparel,38,68,2584,1344,52,Online,89004306,2788
2021-10-18,Men's Street Footwear,38,140,5320,2607,49,Online,69154588,2788
2021-10-19,Men's Athletic Footwear,38,45,1710,804,47,Online,11694050,2788
2021-10-20,Women's Street Footwear,29,60,1740,922,53,Online,73980430,2788
2021-10-21,Women's Athletic Footwear,34,19,646,271,42,Online,98910761,2788
2021-10-22,Men's Apparel,46,45,2070,807,39,Online,82543693,2788
2021-10-23,Women's Apparel,37,63,2331,1189,51,Online,22639650,2788
2021-10-24,Men's Street Footwear,39,127,4953,2427,49,Online,91588160,2788
2021-10-25,Men's Athletic Footwear,39,46,1794,879,49,Online,50001188,2788
2021-10-26,Women's Street Footwear,27,52,1404,772,55,Online,56572548,2788
2021-10-27,Women's Athletic Footwear,32,13,416,166,40,Online,28590577,2788
2021-10-28,Men's Apparel,49,29,1421,512,36,Online,59166450,2788
2021-10-29,Women's Apparel,36,50,1800,990,55,Online,25377648,2788
2021-10-30,Men's Street Footwear,37,122,4514,2167,48,Online,77685638,2788
2021-10-31,Men's Athletic Footwear,37,44,1628,765,47,Online,37827778,2788
2021-11-01,Women's Street Footwear,27,44,1188,642,54,Online,95973889,2788
2021-11-02,Women's Athletic Footwear,33,21,693,277,40,Online,14902282,2788
2021-11-03,Men's Apparel,47,20,940,357,38,Online,96075393,2788
2021-11-04,Women's Apparel,39,63,2457,1253,51,Online,28661866,2788
2021-11-05,Men's Street Footwear,52,144,7488,3370,45,Online,86045585,2788
2021-11-06,Men's Athletic Footwear,48,60,2880,1440,50,Online,75632449,2788
2021-11-07,Women's Street Footwear,42,47,1974,1066,54,Online,20604198,2788
2021-11-08,Women's Athletic Footwear,41,34,1394,558,40,Online,16621391,2788
2021-11-09,Men's Apparel,51,42,2142,793,37,Online,82281590,2788
2021-11-10,Women's Apparel,56,72,4032,2137,53,Online,89673485,2788
2021-11-11,Men's Street Footwear,54,158,8532,4010,47,Online,30598028,2788
2021-11-12,Men's Athletic Footwear,48,77,3696,1811,49,Online,39174862,2788
2021-11-13,Women's Street Footwear,42,58,2436,1242,51,Online,53221505,2788
2021-11-14,Women's Athletic Footwear,41,51,2091,878,42,Online,61658510,2788
2021-11-15,Men's Apparel,50,53,2650,954,36,Online,95109221,2788
