Retailer,Region,State,City,Operating Profit,Operating Margin,Retailer ID
West Gear,West,California,San Francisco,3776,30,3199
West Gear,West,California,San Francisco,6720,50,3199
West Gear,West,California,San Francisco,4162,41,3199
West Gear,West,California,San Francisco,5829,65,3199
West Gear,West,California,San Francisco,3946,27,3199
West Gear,West,California,San Francisco,7056,50,3199
West Gear,West,California,San Francisco,5184,36,3199
West Gear,West,California,San Francisco,6671,51,3199
West Gear,West,California,San Francisco,4586,45,3199
West Gear,West,California,San Francisco,6098,66,3199
West Gear,West,California,San Francisco,4491,33,3199
West Gear,West,California,San Francisco,7644,50,3199
West Gear,West,California,San Francisco,5781,37,3199
West Gear,West,California,San Francisco,7251,55,3199
West Gear,West,California,San Francisco,6071,49,3199
West Gear,West,California,San Francisco,6343,66,3199
West Gear,West,California,San Francisco,5519,35,3199
West Gear,West,California,San Francisco,6980,45,3199
West Gear,West,California,San Francisco,4915,34,3199
West Gear,West,California,San Francisco,7073,46,3199
West Gear,West,California,San Francisco,4796,40,3199
West Gear,West,California,San Francisco,9544,64,3199
West Gear,West,California,San Francisco,4865,29,3199
West Gear,West,California,San Francisco,7786,46,3199
West Gear,West,California,San Francisco,5128,30,3199
West Gear,West,California,San Francisco,5640,47,3199
West Gear,West,California,San Francisco,4548,41,3199
West Gear,West,California,San Francisco,7913,61,3199
West Gear,West,California,San Francisco,3439,25,3199
West Gear,West,California,San Francisco,5162,42,3199
West Gear,West,California,San Francisco,4202,28,3199
West Gear,West,California,San Francisco,4680,40,3199
West Gear,West,California,San Francisco,3766,35,3199
West Gear,West,California,San Francisco,7966,58,3199
West Gear,West,California,San Francisco,3385,24,3199
West Gear,West,California,San Francisco,5416,45,3199
West Gear,West,California,San Francisco,3747,29,3199
West Gear,West,California,San Francisco,3822,42,3199
West Gear,West,California,San Francisco,3727,36,3199
West Gear,West,California,San Francisco,6228,58,3199
West Gear,West,California,San Francisco,2840,23,3199
West Gear,West,California,San Francisco,6017,44,3199
West Gear,West,California,San Francisco,3422,25,3199
West Gear,West,California,San Francisco,4200,40,3199
West Gear,West,California,San Francisco,4452,40,3199
West Gear,West,California,San Francisco,5853,57,3199
West Gear,West,California,San Francisco,2842,21,3199
West Gear,West,California,San Francisco,5977,40,3199
West Gear,West,California,San Francisco,4275,27,3199
West Gear,West,California,San Francisco,4846,40,3199
West Gear,West,California,San Francisco,3958,40,3199
West Gear,West,California,San Francisco,6195,60,3199
West Gear,West,California,San Francisco,3205,23,3199
Kohl's,West,California,San Francisco,3313,51,5427
Kohl's,West,California,San Francisco,2893,36,5427
Kohl's,West,California,San Francisco,4029,52,5427
Kohl's,West,California,San Francisco,3214,49,5427
Kohl's,West,California,Los Angeles,4689,66,5427
Kohl's,West,California,Los Angeles,2313,31,5427
Kohl's,West,California,Los Angeles,4055,53,5427
Kohl's,West,California,Los Angeles,3354,40,5427
Kohl's,West,California,Los Angeles,3718,50,5427
Kohl's,West,California,Los Angeles,3054,49,5427
Kohl's,West,California,Los Angeles,3535,68,5427
Kohl's,West,California,Los Angeles,2165,30,5427
Kohl's,West,California,Los Angeles,3456,50,5427
Kohl's,West,California,Los Angeles,2798,35,5427
Kohl's,West,California,Los Angeles,3904,55,5427
Kohl's,West,California,Los Angeles,2841,45,5427
Kohl's,West,California,Los Angeles,3316,68,5427
Kohl's,West,California,Los Angeles,2698,35,5427
Kohl's,West,California,Los Angeles,5160,50,5427
Kohl's,West,California,Los Angeles,2752,36,5427
Kohl's,West,California,Los Angeles,4716,55,5427
Kohl's,West,California,Los Angeles,3203,49,5427
Kohl's,West,California,Los Angeles,3848,66,5427
Kohl's,West,California,Los Angeles,3560,33,5427
Kohl's,West,California,Los Angeles,4435,52,5427
Kohl's,West,California,Los Angeles,2780,35,5427
Kohl's,West,California,Los Angeles,3814,52,5427
Kohl's,West,California,Los Angeles,3031,48,5427
Kohl's,West,California,Los Angeles,3832,65,5427
Kohl's,West,California,Los Angeles,3591,31,5427
Kohl's,West,California,Los Angeles,6534,55,5427
Kohl's,West,California,Los Angeles,3701,35,5427
Kohl's,West,California,Los Angeles,5359,55,5427
Kohl's,West,California,Los Angeles,3696,48,5427
Kohl's,West,California,Los Angeles,3881,69,5427
Kohl's,West,California,Los Angeles,3720,31,5427
Kohl's,West,California,Los Angeles,4977,51,5427
Kohl's,West,California,Los Angeles,3776,38,5427
Kohl's,West,California,Los Angeles,5328,52,5427
Kohl's,West,California,Los Angeles,3992,48,5427
Kohl's,West,California,Los Angeles,5738,66,5427
Kohl's,West,California,Los Angeles,3593,30,5427
Kohl's,West,California,Los Angeles,6159,52,5427
Kohl's,West,California,Los Angeles,4508,40,5427
Kohl's,West,California,Los Angeles,5337,51,5427
Kohl's,West,California,Los Angeles,3813,48,5427
Kohl's,West,California,Los Angeles,7073,67,5427
Kohl's,West,California,Los Angeles,4035,35,5427
Kohl's,West,California,Los Angeles,5406,54,5427
Kohl's,West,California,Los Angeles,4570,37,5427
Kohl's,West,California,Los Angeles,4508,50,5427
Kohl's,West,California,Los Angeles,4048,50,5427
Kohl's,West,California,Los Angeles,6334,67,5427
Kohl's,West,California,Los Angeles,3457,31,5427
Kohl's,West,California,Los Angeles,5488,50,5427
Kohl's,West,California,Los Angeles,4260,36,5427
Kohl's,West,California,Los Angeles,4398,51,5427
Kohl's,West,California,Los Angeles,3780,45,5427
Kohl's,West,California,Los Angeles,6626,68,5427
Kohl's,West,California,Los Angeles,3819,35,5427
Kohl's,West,California,Los Angeles,5660,50,5427
Kohl's,West,California,Los Angeles,4412,38,5427
Kohl's,West,California,Los Angeles,3972,50,5427
Kohl's,West,California,Los Angeles,3722,45,5427
Kohl's,West,California,Los Angeles,6603,69,5427
Kohl's,West,California,Los Angeles,3791,34,5427
Kohl's,West,California,Los Angeles,5623,51,5427
Kohl's,West,California,Los Angeles,4617,38,5427
Kohl's,West,California,Los Angeles,4521,54,5427
Kohl's,West,California,Los Angeles,5145,50,5427
Kohl's,West,California,Los Angeles,5577,65,5427
Kohl's,West,California,Los Angeles,4047,35,5427
Foot Locker,West,California,Los Angeles,2837,52,3004
Foot Locker,West,California,Los Angeles,1452,46,3004
Foot Locker,West,California,Los Angeles,1248,47,3004
Foot Locker,West,California,Los Angeles,654,52,3004
Foot Locker,Midwest,Illinois,Chicago,1221,49,3004
Foot Locker,Midwest,Illinois,Chicago,1697,60,3004
Foot Locker,Midwest,Illinois,Chicago,3546,51,3004
Foot Locker,Midwest,Illinois,Chicago,1031,47,3004
Foot Locker,Midwest,Illinois,Chicago,898,46,3004
Foot Locker,Midwest,Illinois,Chicago,579,53,3004
Foot Locker,Midwest,Illinois,Chicago,1034,47,3004
Foot Locker,Midwest,Illinois,Chicago,2152,65,3004
Foot Locker,Midwest,Illinois,Chicago,3722,55,3004
Foot Locker,Midwest,Illinois,Chicago,1325,48,3004
Foot Locker,Midwest,Illinois,Chicago,1132,45,3004
Foot Locker,Midwest,Illinois,Chicago,413,53,3004
Foot Locker,Midwest,Illinois,Chicago,1000,47,3004
Foot Locker,Midwest,Illinois,Chicago,1786,63,3004
Foot Locker,Midwest,Illinois,Chicago,3045,52,3004
Foot Locker,Midwest,Illinois,Chicago,972,46,3004
Foot Locker,Midwest,Illinois,Chicago,726,48,3004
Foot Locker,Midwest,Illinois,Chicago,440,50,3004
Foot Locker,Midwest,Illinois,Chicago,711,47,3004
Foot Locker,Midwest,Illinois,Chicago,1911,60,3004
Foot Locker,Midwest,Illinois,Chicago,4197,54,3004
Foot Locker,Midwest,Illinois,Chicago,1288,45,3004
Foot Locker,Midwest,Illinois,Chicago,992,46,3004
Foot Locker,Midwest,Illinois,Chicago,712,53,3004
Foot Locker,Midwest,Illinois,Chicago,950,46,3004
Foot Locker,Midwest,Illinois,Chicago,2419,60,3004
Foot Locker,Midwest,Illinois,Chicago,3416,55,3004
Foot Locker,Midwest,Illinois,Chicago,1219,45,3004
Foot Locker,Midwest,Illinois,Chicago,948,45,3004
Foot Locker,Midwest,Illinois,Chicago,947,53,3004
Foot Locker,Midwest,Illinois,Chicago,1173,50,3004
Foot Locker,Midwest,Illinois,Chicago,3374,63,3004
Foot Locker,Midwest,Illinois,Chicago,3935,52,3004
Foot Locker,Midwest,Illinois,Chicago,1567,45,3004
Foot Locker,Midwest,Illinois,Chicago,1053,45,3004
Foot Locker,Midwest,Illinois,Chicago,1053,54,3004
Foot Locker,Midwest,Illinois,Chicago,1211,46,3004
Foot Locker,Midwest,Illinois,Chicago,3953,61,3004
Foot Locker,Midwest,Illinois,Chicago,3724,51,3004
Foot Locker,Midwest,Illinois,Chicago,1773,46,3004
Foot Locker,Midwest,Illinois,Chicago,1397,49,3004
Foot Locker,Midwest,Illinois,Chicago,1166,50,3004
Foot Locker,Midwest,Illinois,Chicago,1225,50,3004
Foot Locker,Midwest,Illinois,Chicago,3055,65,3004
Foot Locker,Midwest,Illinois,Chicago,3173,50,3004
Foot Locker,Midwest,Illinois,Chicago,1688,49,3004
Foot Locker,Midwest,Illinois,Chicago,1015,47,3004
Foot Locker,Midwest,Illinois,Chicago,840,53,3004
Foot Locker,Midwest,Illinois,Chicago,1104,46,3004
Foot Locker,Midwest,Illinois,Chicago,2476,64,3004
Foot Locker,Midwest,Illinois,Chicago,3542,55,3004
Foot Locker,Midwest,Illinois,Chicago,1801,49,3004
Foot Locker,Midwest,Illinois,Chicago,842,45,3004
Foot Locker,Midwest,Illinois,Chicago,791,51,3004
Foot Locker,Midwest,Illinois,Chicago,869,47,3004
Foot Locker,Midwest,Illinois,Chicago,2340,60,3004
Foot Locker,Midwest,Illinois,Chicago,3326,54,3004
Foot Locker,Midwest,Illinois,Chicago,1405,47,3004
Foot Locker,Midwest,Illinois,Chicago,1105,47,3004
Foot Locker,Midwest,Illinois,Chicago,1292,53,3004
Foot Locker,Midwest,Illinois,Chicago,1148,50,3004
Foot Locker,Midwest,Illinois,Chicago,2379,60,3004
Foot Locker,Midwest,Illinois,Chicago,4703,55,3004
Foot Locker,Midwest,Illinois,Chicago,1656,48,3004
Foot Locker,Midwest,Illinois,Chicago,1691,49,3004
Foot Locker,Midwest,Illinois,Chicago,1402,53,3004
Foot Locker,Midwest,Illinois,Chicago,1540,45,3004
Foot Locker,Midwest,Illinois,Chicago,3266,63,3004
Sports Direct,Midwest,Illinois,Chicago,1512,40,2164
Sports Direct,Midwest,Illinois,Chicago,2195,40,2164
Sports Direct,Midwest,Illinois,Chicago,1749,41,2164
Sports Direct,Midwest,Illinois,Chicago,2636,51,2164
Sports Direct,South,Texas,Dallas,1217,35,2164
Sports Direct,South,Texas,Dallas,2668,55,2164
Sports Direct,South,Texas,Dallas,1741,43,2164
Sports Direct,South,Texas,Dallas,2086,40,2164
Sports Direct,South,Texas,Dallas,1740,43,2164
Sports Direct,South,Texas,Dallas,2171,53,2164
Sports Direct,South,Texas,Dallas,998,35,2164
Sports Direct,South,Texas,Dallas,2509,56,2164
Sports Direct,South,Texas,Dallas,2639,50,2164
Sports Direct,South,Texas,Dallas,3296,50,2164
Sports Direct,South,Texas,Dallas,1908,47,2164
Sports Direct,South,Texas,Dallas,2116,57,2164
Sports Direct,South,Texas,Dallas,1385,45,2164
Sports Direct,South,Texas,Dallas,2722,63,2164
Sports Direct,South,Texas,Dallas,1474,45,2164
Sports Direct,South,Texas,Dallas,2352,48,2164
Sports Direct,South,Texas,Dallas,1862,49,2164
Sports Direct,South,Texas,Dallas,2190,59,2164
Sports Direct,South,Texas,Dallas,1156,40,2164
Sports Direct,South,Texas,Dallas,2805,62,2164
Sports Direct,South,Texas,Dallas,1853,50,2164
Sports Direct,South,Texas,Dallas,2757,49,2164
Sports Direct,South,Texas,Dallas,1974,47,2164
Sports Direct,South,Texas,Dallas,3142,60,2164
Sports Direct,South,Texas,Dallas,2889,45,2164
Sports Direct,South,Texas,Dallas,6261,65,2164
Sports Direct,South,Texas,Dallas,4133,45,2164
Sports Direct,South,Texas,Dallas,4704,48,2164
Sports Direct,South,Texas,Dallas,3640,47,2164
Sports Direct,South,Texas,Dallas,4115,55,2164
Sports Direct,South,Texas,Dallas,2806,43,2164
Sports Direct,South,Texas,Dallas,8782,63,2164
Sports Direct,South,Texas,Dallas,4925,52,2164
Sports Direct,South,Texas,Dallas,5573,54,2164
Sports Direct,South,Texas,Dallas,6147,55,2164
Sports Direct,South,Texas,Dallas,3935,61,2164
Sports Direct,South,Texas,Dallas,3611,46,2164
Sports Direct,South,Texas,Dallas,9226,67,2164
Sports Direct,South,Texas,Dallas,5198,51,2164
Sports Direct,South,Texas,Dallas,5512,50,2164
Sports Direct,South,Texas,Dallas,6907,55,2164
Sports Direct,South,Texas,Dallas,4491,65,2164
Sports Direct,South,Texas,Dallas,3612,48,2164
Sports Direct,South,Texas,Dallas,9134,70,2164
Sports Direct,South,Texas,Dallas,5276,55,2164
Sports Direct,South,Texas,Dallas,4847,51,2164
Sports Direct,South,Texas,Dallas,6348,53,2164
Sports Direct,South,Texas,Dallas,4586,65,2164
Sports Direct,South,Texas,Dallas,3506,49,2164
Sports Direct,South,Texas,Dallas,6821,70,2164
Sports Direct,South,Texas,Dallas,3042,50,2164
Sports Direct,South,Texas,Dallas,3275,51,2164
Sports Direct,South,Texas,Dallas,3070,52,2164
Sports Direct,South,Texas,Dallas,2731,60,2164
Sports Direct,South,Texas,Dallas,1620,45,2164
Sports Direct,South,Texas,Dallas,5072,70,2164
Sports Direct,South,Texas,Dallas,3783,55,2164
Sports Direct,South,Texas,Dallas,4033,50,2164
Sports Direct,South,Texas,Dallas,6098,55,2164
Sports Direct,South,Texas,Dallas,5304,62,2164
Sports Direct,South,Texas,Dallas,3709,48,2164
Sports Direct,South,Texas,Dallas,7665,65,2164
Sports Direct,South,Texas,Dallas,7105,54,2164
Sports Direct,South,Texas,Dallas,6727,52,2164
Sports Direct,South,Texas,Dallas,6328,54,2164
Sports Direct,South,Texas,Dallas,6328,62,2164
Sports Direct,South,Texas,Dallas,4582,50,2164
Sports Direct,South,Texas,Dallas,9996,66,2164
Foot Locker,South,Texas,Dallas,3419,70,3004
Foot Locker,South,Texas,Dallas,1310,47,3004
Foot Locker,South,Texas,Dallas,942,51,3004
Foot Locker,South,Texas,Dallas,368,51,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,875,45,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,1154,44,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,3349,67,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,739,48,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,813,52,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,264,52,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,845,46,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,1346,45,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,4116,70,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,875,49,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,991,54,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,175,51,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,464,40,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,724,35,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,3536,63,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,851,42,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,664,46,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,386,46,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,508,42,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,933,36,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,4969,63,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,1145,40,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,1005,46,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,695,47,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,768,42,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,1814,45,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,5616,65,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,1900,46,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,1144,50,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,1075,53,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,1242,46,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,2211,42,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,5829,67,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,2475,50,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,1505,50,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,1189,53,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,1843,48,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,2634,42,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,6257,66,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,1904,47,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,1812,55,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,1660,54,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,1291,46,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,2614,43,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,5320,60,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,1536,40,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,923,45,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,1021,47,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,810,45,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,1342,40,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,3546,62,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,1244,42,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,734,45,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,626,45,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,650,43,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,1474,39,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,4848,65,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,1551,47,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,1603,53,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,1257,51,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,1290,48,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,2031,44,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,5733,69,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,1708,45,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,1895,53,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,1601,53,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,1362,46,3004
Foot Locker,Northeast,Pennsylvania,Philadelphia,2427,43,3004
West Gear,Northeast,Pennsylvania,Philadelphia,1991,51,3199
West Gear,Northeast,Pennsylvania,Philadelphia,1905,37,3199
West Gear,Northeast,Pennsylvania,Philadelphia,2590,54,3199
West Gear,Northeast,Pennsylvania,Philadelphia,1871,50,3199
West Gear,West,Nevada,Las Vegas,2139,65,3199
West Gear,West,Nevada,Las Vegas,1574,30,3199
West Gear,West,Nevada,Las Vegas,2686,50,3199
West Gear,West,Nevada,Las Vegas,2202,40,3199
West Gear,West,Nevada,Las Vegas,2586,53,3199
West Gear,West,Nevada,Las Vegas,1498,46,3199
West Gear,West,Nevada,Las Vegas,1674,70,3199
West Gear,West,Nevada,Las Vegas,1617,34,3199
West Gear,West,Nevada,Las Vegas,3784,55,3199
West Gear,West,Nevada,Las Vegas,2400,40,3199
West Gear,West,Nevada,Las Vegas,2866,53,3199
West Gear,West,Nevada,Las Vegas,1974,47,3199
West Gear,West,Nevada,Las Vegas,1810,70,3199
West Gear,West,Nevada,Las Vegas,1726,34,3199
West Gear,West,Nevada,Las Vegas,4230,51,3199
West Gear,West,Nevada,Las Vegas,2403,38,3199
West Gear,West,Nevada,Las Vegas,3880,53,3199
West Gear,West,Nevada,Las Vegas,2036,46,3199
West Gear,West,Nevada,Las Vegas,2162,66,3199
West Gear,West,Nevada,Las Vegas,2519,34,3199
West Gear,West,Nevada,Las Vegas,5012,58,3199
West Gear,West,Nevada,Las Vegas,2683,43,3199
West Gear,West,Nevada,Las Vegas,4166,57,3199
West Gear,West,Nevada,Las Vegas,2565,50,3199
West Gear,West,Nevada,Las Vegas,2520,70,3199
West Gear,West,Nevada,Las Vegas,3576,35,3199
West Gear,West,Nevada,Las Vegas,6033,57,3199
West Gear,West,Nevada,Las Vegas,4194,41,3199
West Gear,West,Nevada,Las Vegas,6036,59,3199
West Gear,West,Nevada,Las Vegas,3283,51,3199
West Gear,West,Nevada,Las Vegas,3536,74,3199
West Gear,West,Nevada,Las Vegas,5081,40,3199
West Gear,West,Nevada,Las Vegas,6701,53,3199
West Gear,West,Nevada,Las Vegas,3821,36,3199
West Gear,West,Nevada,Las Vegas,4623,53,3199
West Gear,West,Nevada,Las Vegas,3153,49,3199
West Gear,West,Nevada,Las Vegas,5460,70,3199
West Gear,West,Nevada,Las Vegas,3393,30,3199
West Gear,West,Nevada,Las Vegas,6901,53,3199
West Gear,West,Nevada,Las Vegas,4543,39,3199
West Gear,West,Nevada,Las Vegas,4742,52,3199
West Gear,West,Nevada,Las Vegas,3730,47,3199
West Gear,West,Nevada,Las Vegas,6381,68,3199
West Gear,West,Nevada,Las Vegas,2864,34,3199
West Gear,West,Nevada,Las Vegas,4677,48,3199
West Gear,West,Nevada,Las Vegas,3360,34,3199
West Gear,West,Nevada,Las Vegas,3335,50,3199
West Gear,West,Nevada,Las Vegas,2858,44,3199
West Gear,West,Nevada,Las Vegas,4904,61,3199
West Gear,West,Nevada,Las Vegas,2509,30,3199
West Gear,West,Nevada,Las Vegas,3787,49,3199
West Gear,West,Nevada,Las Vegas,3407,35,3199
West Gear,West,Nevada,Las Vegas,2649,45,3199
West Gear,West,Nevada,Las Vegas,2381,42,3199
West Gear,West,Nevada,Las Vegas,3113,61,3199
West Gear,West,Nevada,Las Vegas,1598,25,3199
West Gear,West,Nevada,Las Vegas,4241,48,3199
West Gear,West,Nevada,Las Vegas,3264,34,3199
West Gear,West,Nevada,Las Vegas,2682,46,3199
West Gear,West,Nevada,Las Vegas,2480,41,3199
West Gear,West,Nevada,Las Vegas,3604,64,3199
West Gear,West,Nevada,Las Vegas,2351,26,3199
West Gear,West,Nevada,Las Vegas,5343,47,3199
West Gear,West,Nevada,Las Vegas,3984,34,3199
West Gear,West,Nevada,Las Vegas,3300,47,3199
West Gear,West,Nevada,Las Vegas,3336,44,3199
West Gear,West,Nevada,Las Vegas,4637,60,3199
West Gear,West,Nevada,Las Vegas,2997,27,3199
West Gear,West,Nevada,Las Vegas,1722,50,3199
West Gear,West,Nevada,Las Vegas,1542,33,3199
West Gear,West,Nevada,Las Vegas,2063,46,3199
West Gear,West,Nevada,Las Vegas,1231,45,3199
West Gear,West,Colorado,Denver,1469,64,3199
West Gear,West,Colorado,Denver,1231,26,3199
West Gear,West,Colorado,Denver,1698,48,3199
West Gear,West,Colorado,Denver,1265,30,3199
West Gear,West,Colorado,Denver,2337,50,3199
West Gear,West,Colorado,Denver,1166,45,3199
West Gear,West,Colorado,Denver,1546,62,3199
West Gear,West,Colorado,Denver,1159,27,3199
West Gear,West,Colorado,Denver,2930,48,3199
West Gear,West,Colorado,Denver,1828,34,3199
West Gear,West,Colorado,Denver,2899,49,3199
West Gear,West,Colorado,Denver,1974,43,3199
West Gear,West,Colorado,Denver,1310,60,3199
West Gear,West,Colorado,Denver,1433,29,3199
West Gear,West,Colorado,Denver,3386,47,3199
West Gear,West,Colorado,Denver,1941,35,3199
West Gear,West,Colorado,Denver,3447,50,3199
West Gear,West,Colorado,Denver,1782,43,3199
West Gear,West,Colorado,Denver,1664,61,3199
West Gear,West,Colorado,Denver,1764,25,3199
West Gear,West,Colorado,Denver,4395,61,3199
West Gear,West,Colorado,Denver,2898,46,3199
West Gear,West,Colorado,Denver,3469,60,3199
West Gear,West,Colorado,Denver,2361,59,3199
West Gear,West,Colorado,Denver,2107,76,3199
West Gear,West,Colorado,Denver,4232,43,3199
West Gear,West,Colorado,Denver,6532,64,3199
West Gear,West,Colorado,Denver,4248,50,3199
West Gear,West,Colorado,Denver,6144,64,3199
West Gear,West,Colorado,Denver,5022,60,3199
West Gear,West,Colorado,Denver,4625,77,3199
West Gear,West,Colorado,Denver,6460,43,3199
West Gear,West,Colorado,Denver,7757,60,3199
West Gear,West,Colorado,Denver,5038,40,3199
West Gear,West,Colorado,Denver,5933,55,3199
West Gear,West,Colorado,Denver,4536,52,3199
West Gear,West,Colorado,Denver,6144,70,3199
West Gear,West,Colorado,Denver,4274,40,3199
West Gear,West,Colorado,Denver,7285,59,3199
West Gear,West,Colorado,Denver,5795,42,3199
West Gear,West,Colorado,Denver,5461,57,3199
West Gear,West,Colorado,Denver,4593,54,3199
West Gear,West,Colorado,Denver,7563,73,3199
West Gear,West,Colorado,Denver,2590,35,3199
West Gear,West,Colorado,Denver,5066,53,3199
West Gear,West,Colorado,Denver,4173,36,3199
West Gear,West,Colorado,Denver,3390,50,3199
West Gear,West,Colorado,Denver,2832,48,3199
West Gear,West,Colorado,Denver,6127,69,3199
West Gear,West,Colorado,Denver,2136,31,3199
West Gear,West,Colorado,Denver,3494,50,3199
West Gear,West,Colorado,Denver,2873,35,3199
West Gear,West,Colorado,Denver,2601,50,3199
West Gear,West,Colorado,Denver,2072,46,3199
West Gear,West,Colorado,Denver,3168,66,3199
West Gear,West,Colorado,Denver,2048,30,3199
West Gear,West,Colorado,Denver,4290,55,3199
West Gear,West,Colorado,Denver,3053,37,3199
West Gear,West,Colorado,Denver,3460,53,3199
West Gear,West,Colorado,Denver,3341,48,3199
West Gear,West,Colorado,Denver,4927,69,3199
West Gear,West,Colorado,Denver,2942,31,3199
West Gear,West,Colorado,Denver,6228,52,3199
West Gear,West,Colorado,Denver,4426,38,3199
West Gear,West,Colorado,Denver,4125,55,3199
West Gear,West,Colorado,Denver,3544,45,3199
West Gear,West,Colorado,Denver,5239,67,3199
West Gear,West,Colorado,Denver,3391,33,3199
West Gear,West,Colorado,Denver,1727,41,3199
West Gear,West,Colorado,Denver,2515,40,3199
West Gear,West,Colorado,Denver,2174,35,3199
West Gear,West,Colorado,Denver,1567,41,3199
West Gear,West,Washington,Seattle,1452,39,3199
West Gear,West,Washington,Seattle,1783,31,3199
West Gear,West,Washington,Seattle,2136,43,3199
West Gear,West,Washington,Seattle,2401,39,3199
West Gear,West,Washington,Seattle,2236,39,3199
West Gear,West,Washington,Seattle,1754,42,3199
West Gear,West,Washington,Seattle,1352,40,3199
West Gear,West,Washington,Seattle,1754,31,3199
West Gear,West,Washington,Seattle,3457,45,3199
West Gear,West,Washington,Seattle,2401,36,3199
West Gear,West,Washington,Seattle,2760,40,3199
West Gear,West,Washington,Seattle,2285,42,3199
West Gear,West,Washington,Seattle,1206,38,3199
West Gear,West,Washington,Seattle,2213,34,3199
West Gear,West,Washington,Seattle,4787,44,3199
West Gear,West,Washington,Seattle,2437,39,3199
West Gear,West,Washington,Seattle,3463,39,3199
West Gear,West,Washington,Seattle,2079,42,3199
West Gear,West,Washington,Seattle,1322,40,3199
West Gear,West,Washington,Seattle,2196,32,3199
West Gear,West,Washington,Seattle,3721,41,3199
West Gear,West,Washington,Seattle,2462,38,3199
West Gear,West,Washington,Seattle,2782,38,3199
West Gear,West,Washington,Seattle,2336,44,3199
West Gear,West,Washington,Seattle,1186,38,3199
West Gear,West,Washington,Seattle,3094,33,3199
West Gear,West,Washington,Seattle,5815,42,3199
West Gear,West,Washington,Seattle,5147,37,3199
